"MIP","STDIP","EKIP","SIP","MC","STDC","EKC","SC","TARGET"
"14.1484375","35.02768767","26.678071","4.999419405","168.8712375","70.90820395","-0.977318435","-0.588690802","1"
"12.28125","31.62276116","37.88951392","6.05719541","64.21153846","71.33698985","-0.18606835","0.873337089","1"
"13.375","30.81116884","37.607824","5.990130787","71.54347826","65.80815293","0.23007418","0.968716634","1"
"8.3515625","37.2362789","25.82328587","5.07825477","132.916388","74.2690222","-1.427807886","-0.045378657","1"
"8.75","30.95838941","40.91783735","6.279269335","98.51086957","55.03245363","0.311751619","0.971089811","1"
"10.265625","30.46526823","39.91290938","6.166521494","63.05685619","68.15125646","0.093260148","0.959817288","1"
"104.4921875","43.67547154","1.06003937","0.632629442","0.984113712","12.83672545","230.1619383","14.56278765","0"
"12.1171875","28.23800107","57.17523165","7.525027544","123.6220736","68.76162825","-0.562968091","0.047998738","1"
"6.1796875","28.37098914","57.50455774","7.520589491","174.3461538","58.72705339","-0.345934684","-0.730653265","1"
"104.46875","41.09325095","1.082671728","0.335854015","6.118729097","32.54424748","30.69410433","5.555670994","0"
"104.296875","40.30147318","1.186730194","0.572935662","7.015050167","31.62176827","26.08644429","5.00197514","0"
"8.4765625","30.65737188","56.88510321","7.60836954","160.0602007","64.27281465","-0.495718524","-0.517588654","1"
"9.6796875","34.18674213","34.09198751","5.675513634","121.6998328","43.77870048","0.631393344","0.667756531","1"
"13.640625","35.77222525","28.81278583","5.389806776","96.62374582","76.1665942","-1.079098331","0.177274113","1"
"9.7421875","30.26219953","50.95424904","7.088609518","84.11705686","59.36708836","0.556315962","0.901047513","1"
"5.8125","30.63131312","51.59138187","7.152690621","149.0702341","47.63991978","0.127258449","0.237402818","1"
"104.296875","40.64871603","1.330436202","0.178636719","2.456521739","20.09027992","86.67296273","9.063483235","0"
"10.71875","30.84612453","40.41800566","6.234221114","110.0434783","70.86350898","-0.926748337","0.078696343","1"
"9.4453125","32.42293955","36.14395837","5.901331773","110.5643813","63.80673449","-0.828869488","0.460033325","1"
"7.921875","33.07959373","34.38143283","5.831878951","172.7959866","62.64608493","-0.303492808","-0.771858777","1"
"7.6328125","29.46233589","53.75696761","7.288394672","164.8662207","74.20219256","-0.736855876","-0.66856932","1"
"104.2421875","52.37898942","-0.257105287","0.206327465","2.467391304","17.49413968","78.06669718","8.283748482","0"
"10.8046875","38.62501185","27.79885549","5.320629228","115.0877926","67.63569157","-1.058554569","0.271929916","1"
"104.3125","56.11730877","-0.341436768","0.437168192","4.364548495","22.95449652","41.97580269","6.209102155","0"
"8.84375","31.10226014","51.3090457","7.147370032","151.7140468","75.04943858","-1.278222193","-0.210533461","1"
"6.1875","30.85392753","42.92076344","6.476885002","138.1956522","49.30449566","0.097969341","0.393867458","1"
"12.765625","31.97007497","35.61346695","5.879498662","24.60702341","48.90039447","5.515552218","2.374916068","1"
"104.578125","47.17613429","-0.074154726","0.148289055","1.352006689","15.77747657","159.9490665","12.44650284","0"
"9.3359375","34.08726791","32.74425795","5.666405473","88.47909699","52.04029887","1.138878704","1.041177855","1"
"10.3125","36.10158194","32.14524827","5.616802567","84.56438127","53.1610952","1.020764455","1.072975801","1"
"13.546875","29.13113116","48.33985375","6.78935069","91.29013378","69.05636254","-0.469912114","0.340408565","1"
"104.2109375","58.04384823","-0.257755297","0.854737076","144.3812709","47.36125786","-0.798209332","-0.157822749","0"
"11.8828125","28.27726038","55.4057565","7.347116778","92.30769231","67.40200845","-0.245252644","0.536685484","1"
"8.875","33.56314012","33.26688987","5.776645432","170.8595318","61.85071034","-0.070244703","-0.735534604","1"
"104.5234375","45.05846286","0.787176854","0.524760832","2.427257525","16.33237217","96.37939953","8.901441717","0"
"104.4453125","54.78477899","-0.347524523","0.328619322","1.407190635","14.81521347","149.252476","11.70135037","0"
"104.484375","42.60703147","0.97238059","0.376584942","1.60451505","15.45345627","150.3493993","11.70192737","0"
"104.4140625","40.07815165","1.468677058","0.702077603","1.556856187","12.01299233","193.9640808","12.01352151","0"
"104.2578125","53.03658026","-0.083820619","0.413035237","3.316889632","21.3262776","53.3114705","7.059217341","0"
"104.2265625","49.99628343","-0.286118965","0.182573075","1.382107023","11.63708383","223.6447124","13.08445472","0"
"104.1953125","45.70405114","0.261690602","0.316854507","22.32859532","64.37510179","4.576720775","2.553126251","0"
"12.03125","36.34812957","29.82072321","5.440378383","98.31187291","66.73665783","-0.515473106","0.490620848","1"
"104.5859375","43.51769169","0.527221425","0.585071399","1.428093645","12.26371378","216.6049415","13.31355748","0"
"11.125","37.64451321","28.97053027","5.41032139","130.006689","64.09768586","-1.074914215","0.0002339","1"
"10.578125","35.12802687","31.86738189","5.57546762","94.96488294","52.07232657","0.82446169","0.977852122","1"
"10.296875","32.14599493","33.30827255","5.560033022","147.0593645","60.67493012","-0.329801674","-0.331200711","1"
"104.4921875","45.91500233","0.38040723","0.281946589","3.02173913","18.41316589","61.25621005","7.240999908","0"
"11.3125","32.89917125","35.9852318","5.965438526","118.6337793","67.35104707","-0.574656351","0.021561324","1"
"13.9765625","32.9406343","31.02640461","5.461851458","175.7842809","45.47368992","0.826186564","-0.590940053","1"
"13.2265625","31.71164387","33.34287139","5.623710282","143.1722408","63.896188","-0.804983112","0.138212003","1"
"13.109375","32.64085687","34.25098571","5.767084535","57.39715719","69.40855218","0.041374355","0.98369996","1"
"7.796875","33.05969019","38.70819796","6.139090075","109.1254181","55.704857","-0.374732984","0.68269248","1"
"6.265625","31.53531859","39.07830612","6.141778095","135.0200669","55.57571531","-0.917726214","0.260256506","1"
"10.015625","30.85601248","39.75576706","6.180543919","100.2065217","74.32885883","-1.063817954","0.27344841","1"
"104.2109375","49.9101775","0.133622394","0.503502599","1.656354515","11.89009599","203.5853417","12.24029792","0"
"8.1953125","31.70273514","40.29073128","6.262653406","96.72408027","67.73470867","-0.774813666","0.498758172","1"
"104.3125","38.38492339","1.583128108","0.413408659","1.203177258","14.26826202","217.2045461","14.15243887","0"
"8.84375","31.63276523","36.91478672","5.942715019","112.4113712","67.64823687","-1.063705658","0.350133387","1"
"104.2890625","54.38680222","-0.485781878","0.147797022","3.431438127","23.02887126","85.43487055","9.024085766","0"
"104.5625","47.56734535","0.093769919","0.398037518","1.829431438","12.45886892","170.9490482","11.1684256","0"
"104.328125","48.99650966","0.177783742","0.303305579","3.259197324","18.06564694","67.71554901","7.495999833","0"
"104.4453125","43.59540697","1.074581801","0.436536046","2.45819398","14.44719684","108.8466719","8.990835023","0"
"104.5625","55.51783919","-0.220863597","0.225151699","4.434782609","26.36367587","42.1717013","6.428890164","0"
"104.390625","41.81081543","0.899733946","0.402475949","2.797658863","18.09037682","84.84321638","8.439347682","0"
"6.1875","29.69499905","54.06094705","7.320156666","170.8060201","72.56544156","-0.485269473","-0.840554451","1"
"13.8671875","40.65275419","16.92496608","4.126739639","110.1730769","63.68767314","-0.655351465","0.254961842","1"
"12.1328125","29.89574883","45.41182481","6.583985394","99.94063545","71.39082214","-0.678561408","0.24315076","1"
"13.6015625","37.54587607","26.57731931","5.101263914","125.041806","70.56441061","-1.24792049","0.233979548","1"
"104.3046875","42.90370005","0.895449666","0.262243112","1.320234114","11.41473957","256.8858659","14.36909309","0"
"8.578125","33.61793824","33.92976076","5.823671052","141.3152174","79.27104219","-1.315916032","-0.104045545","1"
"104.53125","48.5986332","-0.040821328","0.569887329","1.313545151","11.07995496","260.4951494","13.99479984","0"
"12.46875","34.58954356","32.97831184","5.750408523","129.7909699","63.51032717","-0.285142167","-0.077222142","1"
"104.5859375","37.77907145","1.254640892","0.510273912","3.210702341","18.15800456","61.69992429","7.162546977","0"
"104.2265625","45.45296588","-0.055402813","0.215048957","1.989966555","12.38613286","177.8756946","11.26682399","0"
"104.5859375","45.45972244","0.270972777","0.50830202","2.428093645","20.79882168","97.31050931","9.659845065","0"
"104.5078125","46.76286522","0.028932317","0.287761297","3.816053512","23.76022103","52.69553907","7.016620346","0"
"10.078125","40.8477756","24.70518696","5.055287901","113.5593645","68.08957056","-1.018064684","0.270882009","1"
"104.25","50.04014014","-0.281335339","0.363890181","35.20401338","68.87040214","1.896107916","1.809653675","0"
"104.5625","46.65879305","0.165345961","0.35050536","0.473244147","9.305756832","559.6798641","22.81086106","0"
"104.3203125","42.60830567","0.618289425","0.251032809","1.605351171","14.40804442","153.7754456","11.45719707","0"
"104.359375","40.57857624","1.877997868","0.807804527","2.327759197","17.51667907","97.89793095","9.270957419","0"
"7.0390625","28.7357036","49.34906084","6.861532609","132.6404682","81.44824875","-1.468371471","0.145161468","1"
"104.5546875","48.92258052","0.014323418","0.35247969","2.287625418","14.4559953","160.1132486","11.2627724","0"
"104.3125","36.73889075","1.966870265","0.595852523","2.821070234","19.89667518","81.25885728","8.624514317","0"
"104.578125","47.84947253","-0.123511296","0.444887335","1.601170569","15.19589911","160.5714122","12.02247028","0"
"104.3515625","48.35118759","-0.117790628","0.263834812","3.580267559","23.07000569","60.8128536","7.561900867","0"
"13.6015625","31.55757136","35.46144115","5.822564614","72.40551839","64.35960793","-0.05200902","0.72525056","1"
"13.109375","35.37836432","31.80896164","5.597915884","34.36956522","55.13577534","3.476016531","1.958834549","1"
"12.4765625","27.75449424","52.4585964","7.037477937","130.2658863","70.57405234","-0.768255982","-0.176803256","1"
"104.2890625","44.2616779","0.318872941","0.347738868","1.393812709","14.11033665","163.7089954","12.09365191","0"
"104.5703125","49.40990595","0.159786521","0.374795511","2.401337793","16.52051926","96.06853432","9.084710857","0"
"12.0234375","39.73986994","24.89940135","5.089784945","156.1229097","74.02270132","-1.017396537","-0.432160664","1"
"104.3203125","41.40499924","1.356452403","0.450599875","0.60367893","10.49303575","413.1361579","19.6546938","0"
"8.2734375","32.70624817","37.02988934","6.015472886","73.28177258","47.50191021","2.364449475","1.431424939","1"
"11.4140625","33.01834891","32.38538427","5.580259541","115.2608696","63.7299815","-0.558561195","0.569986335","1"
"8.25","26.94351731","63.46638835","7.879627678","48.65468227","58.2943487","1.877476401","1.514147433","1"
"12.5078125","27.59755313","58.2945011","7.572576517","42.61287625","59.37783446","1.907165001","1.565603259","1"
"6.984375","28.56406844","56.35272065","7.454056179","111.9389632","50.6762013","0.627865868","0.802719867","1"
"13.78125","26.97045186","52.2196243","6.831869497","101.5091973","57.07523711","0.440002234","1.089747043","1"
"10.3203125","26.87120136","63.14953741","7.875742091","38.88795987","58.92379997","2.225702658","1.635319647","1"
"10.0078125","27.08075196","56.90085222","7.304816651","101.3453177","54.09991982","0.849791071","0.885313243","1"
"7.4609375","30.83268921","41.47422668","6.353851274","150.826087","74.73355025","-1.030554963","-0.43213181","1"
"104.3125","51.78723751","-0.347696577","0.043177874","1.367056856","15.39594108","166.5430204","12.60845573","0"
"104.5703125","51.47036216","0.270334561","0.39608451","2.986622074","18.98859423","65.18982161","7.665672071","0"
"104.234375","37.14172274","1.57556775","0.641693723","2.930602007","15.71493655","83.67810839","7.961236688","0"
"104.3671875","46.46770907","0.01066231","0.393094013","110.5802676","99.07114304","-1.801220359","-0.090313918","0"
"104.578125","43.70830323","0.691532734","0.386979964","2.530936455","15.97682936","90.74047675","8.611351919","0"
"104.3515625","45.92173877","0.712823868","0.447291779","9.704013378","34.64460293","13.20851558","3.711300064","0"
"104.453125","44.04256808","0.855117828","0.576009896","1.736622074","11.85228327","200.0977009","12.02137234","0"
"104.4921875","40.07492906","0.902590525","0.29082448","3.461538462","20.81936227","70.13439854","7.880256086","0"
"104.5234375","43.02796417","1.525022391","0.97797499","1.357859532","15.4500716","147.0903951","11.92433801","0"
"104.3984375","39.81663829","0.885576719","0.318997938","1.732441472","14.23936502","133.9891156","10.60164571","0"
"104.3125","43.63050646","0.546011257","0.186498106","1.31270903","11.17835966","252.4173582","13.78019237","0"
"104.3125","47.46688813","0.72297998","0.457779349","0.781772575","10.97846945","328.4087301","17.10977725","0"
"104.375","49.2135017","-0.043235494","0.143532011","6.97909699","29.06356886","23.898213","4.715671366","0"
"11.6328125","37.45911753","26.19057963","5.060153096","122.166388","66.89629003","-1.013427842","0.33312696","1"
"13.7265625","27.71865201","49.21605044","6.740331297","96.74916388","73.91970441","-0.751527032","0.291496022","1"
"8.9609375","30.21728664","55.84523749","7.513116634","75.5409699","56.31345171","1.029379562","1.133982021","1"
"104.4765625","53.65761899","-0.513516995","0.07147715","42.57608696","65.04756477","-1.112239289","0.899283692","0"
"104.3359375","41.6726974","1.169709389","0.446359263","1.116220736","12.08369798","218.2323235","13.56335017","0"
"104.28125","44.49665323","0.798319244","0.505881257","2.113712375","19.5257427","102.1300342","9.936029118","0"
"104.203125","49.00244882","0.027494175","0.337055907","22.08361204","57.25543919","4.548635462","2.455170824","0"
"104.3359375","50.51179895","0.198589124","0.443984262","2.025919732","15.49134499","96.51878551","9.0449681","0"
"104.546875","48.63493783","0.219262922","0.204677196","3.006688963","19.07523273","77.84775171","8.323422273","0"
"104.265625","47.78834919","-0.04856808","0.355374671","3.293478261","23.45910106","61.01980244","7.692720848","0"
"8.2421875","31.03494656","49.67224062","7.005739422","137.8528428","67.04329019","-1.092932703","-0.062367311","1"
"104.5546875","41.02510828","0.577656326","0.380221249","2.22826087","19.05375876","103.782088","9.802355664","0"
"104.5546875","43.60006605","1.213722795","0.527982716","1.486622074","13.4738315","146.6301019","11.0141749","0"
"104.4375","42.27657263","0.785962419","0.339560008","1.407190635","14.22844841","156.7896558","11.83290092","0"
"104.1953125","51.45523822","-0.132725644","0.097264527","1.886287625","14.29966365","131.6906884","10.40964566","0"
"104.4609375","56.6716009","-0.443330096","0.479428247","2.327759197","14.73521929","111.8362042","9.36505447","0"
"104.4453125","36.51558071","1.957043201","0.377500875","21.659699","54.39654119","4.120040237","2.352631269","0"
"104.546875","51.67837123","0.059728652","0.577277487","1.245819398","10.20868085","361.6273756","16.68385494","0"
"104.3828125","47.20403205","0.259766133","0.405027068","4.102842809","26.63459462","53.89906399","7.178031254","0"
"104.453125","41.19520212","1.436453998","0.497154159","3.316053512","17.90420747","62.51705218","7.142878746","0"
"104.5859375","48.76370438","1.745402654","1.217617253","43.05685619","68.27689379","0.56421615","1.392848367","0"
"104.1953125","45.29004764","0.805759429","0.422564949","1.722408027","11.61548958","211.0818897","12.13308696","0"
"104.25","52.57554089","-0.216893979","0.420588409","1.156354515","10.39181251","325.0530365","15.82408299","0"
"104.4921875","39.29793969","0.82896649","0.233786497","3.712374582","18.72787562","61.76292343","7.069652522","0"
"104.5703125","38.54394481","1.451721248","0.534333862","1.512541806","16.05198526","156.8038531","12.1071427","0"
"104.3984375","54.915324","-0.33969223","0.448082802","1.123745819","15.16077951","227.3026009","14.89332465","0"
"104.21875","48.16734136","0.007509084","0.107524308","2.982441472","18.77949478","71.13467641","7.932378058","0"
"104.328125","39.39089151","1.207167665","0.315366203","1.820234114","13.92233445","145.8387811","10.88432561","0"
"10.8359375","31.35327369","34.98119092","5.701855333","40.48745819","57.62944432","2.350915681","1.689305282","1"
"104.34375","43.10097836","0.621024551","0.273643733","1.720735786","13.58870048","146.7781529","10.9353364","0"
"104.4296875","34.78722907","2.049754717","0.356695338","3.808528428","24.90827912","49.80824955","6.976714503","0"
